show_id,type,title,date_added,release_year,rating,duration
494,TV Show,RESIDENT EVIL: Infinite Darkness,"July 8, 2021",2021,TV-MA,1 Season
495,Movie,Rock the Kasbah,"July 8, 2021",2015,R,106 min
496,Movie,Awon Boyz,"July 7, 2021",2019,TV-MA,38 min
497,Movie,Brick Mansions,"July 7, 2021",2014,PG-13,90 min
498,TV Show,Cat People,"July 7, 2021",2021,TV-14,1 Season
499,Movie,Clash,"July 7, 2021",2020,TV-MA,87 min
500,TV Show,Dogs,"July 7, 2021",2021,TV-PG,2 Seasons
501,Movie,Major Grom: Plague Doctor,"July 7, 2021",2021,TV-MA,138 min
502,Movie,Mama Drama,"July 7, 2021",2020,TV-MA,105 min
503,Movie,Tango With Me,"July 7, 2021",2010,TV-14,104 min
504,TV Show,The Mire,"July 7, 2021",2021,TV-MA,2 Seasons
505,TV Show,The War Next-door,"July 7, 2021",2021,TV-MA,1 Season
506,Movie,Therapy,"July 7, 2021",2020,TV-PG,85 min
507,Movie,This Little Love Of Mine,"July 7, 2021",2021,TV-G,92 min
508,Movie,Three Thieves,"July 7, 2021",2019,TV-14,108 min
509,Movie,A Land Imagined,"July 6, 2021",2019,TV-MA,95 min
510,TV Show,Ask the StoryBots,"July 6, 2021",2019,TV-Y,3 Seasons
511,TV Show,Between,"July 6, 2021",2016,TV-14,2 Seasons
512,TV Show,Chelsea,"July 6, 2021",2017,TV-MA,2 Seasons
513,TV Show,Code Lyoko,"July 6, 2021",2007,TV-Y7,4 Seasons
514,TV Show,Colony,"July 6, 2021",2018,TV-14,3 Seasons
515,TV Show,Cuckoo,"July 6, 2021",2019,TV-MA,5 Seasons
516,TV Show,Derry Girls,"July 6, 2021",2019,TV-MA,2 Seasons
517,TV Show,Girl from Nowhere,"July 6, 2021",2021,TV-MA,2 Seasons
518,TV Show,Good Morning Call,"July 6, 2021",2017,TV-14,2 Seasons
519,Movie,Har Kisse Ke Hisse: Kaamyaab,"July 6, 2021",2020,TV-14,105 min
520,TV Show,I AM A KILLER,"July 6, 2021",2020,TV-MA,2 Seasons
521,TV Show,I Think You Should Leave with Tim Robinson,"July 6, 2021",2021,TV-MA,2 Seasons
522,TV Show,Kim's Convenience,"July 6, 2021",2021,TV-MA,5 Seasons
523,TV Show,Larva,"July 6, 2021",2015,TV-Y7,3 Seasons
524,TV Show,Marcella,"July 6, 2021",2019,TV-MA,3 Seasons
525,TV Show,Midnight Diner: Tokyo Stories,"July 6, 2021",2019,TV-MA,2 Seasons
526,TV Show,My Little Pony: Friendship Is Magic,"July 6, 2021",2018,TV-Y,8 Seasons
527,TV Show,Orange Is the New Black,"July 6, 2021",2019,TV-MA,7 Seasons
528,TV Show,Puffin Rock,"July 6, 2021",2016,TV-Y,2 Seasons
529,Movie,Rehmataan,"July 6, 2021",2012,TV-14,116 min
530,Movie,Return of the Prodigal Son,"July 6, 2021",1976,TV-MA,124 min
531,TV Show,Richie Rich,"July 6, 2021",2015,TV-G,2 Seasons
532,Movie,Rise: Ini Kalilah,"July 6, 2021",2018,TV-PG,101 min
533,TV Show,Scream,"July 6, 2021",2019,TV-MA,3 Seasons
534,TV Show,Shtisel,"July 6, 2021",2021,TV-14,3 Seasons
535,Movie,Si Doel the Movie 2,"July 6, 2021",2019,TV-G,95 min
536,TV Show,Some Assembly Required,"July 6, 2021",2015,TV-Y,2 Seasons
537,TV Show,Tales by Light,"July 6, 2021",2018,TV-14,3 Seasons
538,TV Show,Terrace House: Opening New Doors,"July 6, 2021",2018,TV-14,6 Seasons
539,TV Show,The A List,"July 6, 2021",2021,TV-PG,2 Seasons
540,TV Show,The New Legends of Monkey,"July 6, 2021",2020,TV-PG,2 Seasons
541,TV Show,The Worst Witch,"July 6, 2021",2020,TV-G,4 Seasons
542,Movie,Truckbhar Swapna,"July 6, 2021",2018,TV-14,128 min
543,Movie,Ujala,"July 6, 2021",1959,TV-14,143 min
544,TV Show,Undercover,"July 6, 2021",2020,TV-MA,2 Seasons
545,TV Show,Workin' Moms,"July 6, 2021",2021,TV-MA,5 Seasons
546,TV Show,YooHoo to the Rescue,"July 6, 2021",2020,TV-Y,3 Seasons
547,TV Show,You Are My Spring,"July 6, 2021",2021,TV-14,1 Season
548,TV Show,We the People,"July 4, 2021",2021,TV-Y7,1 Season
549,TV Show,Grey's Anatomy,"July 3, 2021",2020,TV-14,17 Seasons
550,TV Show,Big Timber,"July 2, 2021",2020,TV-14,1 Season
551,Movie,Fear Street Part 1: 1994,"July 2, 2021",2021,R,107 min
552,Movie,Haseen Dillruba,"July 2, 2021",2021,TV-MA,136 min
553,Movie,Holiday on Mars,"July 2, 2021",2020,TV-MA,94 min
554,TV Show,Mortel,"July 2, 2021",2019,TV-MA,2 Seasons
555,Movie,RattleSnake - The Ahanna Story,"July 2, 2021",2020,TV-MA,136 min
556,Movie,Snowpiercer,"July 2, 2021",2013,R,126 min
557,Movie,The 8th Night,"July 2, 2021",2021,TV-14,116 min
558,Movie,Winchester,"July 2, 2021",2018,PG-13,100 min
559,Movie,6 Bullets,"July 1, 2021",2012,R,115 min
560,Movie,Air Force One,"July 1, 2021",1997,R,125 min
561,Movie,Audible,"July 1, 2021",2021,PG-13,39 min
562,Movie,Austin Powers in Goldmember,"July 1, 2021",2002,PG-13,94 min
563,Movie,Austin Powers: International Man of Mystery,"July 1, 2021",1997,PG-13,90 min
564,Movie,Austin Powers: The Spy Who Shagged Me,"July 1, 2021",1999,PG-13,95 min
565,Movie,Boogie Nights,"July 1, 2021",1997,R,155 min
566,TV Show,Bureau of Magical Things,"July 1, 2021",2020,TV-G,1 Season
567,Movie,Charlie's Angels,"July 1, 2021",2000,PG-13,98 min
568,Movie,Congo,"July 1, 2021",1995,PG-13,108 min
569,Movie,Dennis the Menace,"July 1, 2021",1993,PG,96 min
570,Movie,Dreamy Eyes,"July 1, 2021",2019,TV-14,117 min
571,Movie,Dynasty Warriors,"July 1, 2021",2021,TV-14,118 min
572,TV Show,Generation 56k,"July 1, 2021",2021,TV-MA,1 Season
573,Movie,Hampstead,"July 1, 2021",2019,PG-13,103 min
574,Movie,Kung Fu Panda,"July 1, 2021",2008,PG,94 min
575,Movie,Kung Fu Panda 2,"July 1, 2021",2011,PG,93 min
576,Movie,Life as We Know It,"July 1, 2021",2010,PG-13,115 min
577,Movie,Mary Magdalene,"July 1, 2021",2019,R,120 min
578,TV Show,Masameer County,"July 1, 2021",2021,TV-MA,1 Season
579,Movie,Memoirs of a Geisha,"July 1, 2021",2005,PG-13,145 min
580,Movie,Midnight Run,"July 1, 2021",1988,R,126 min
581,Movie,Mobile Suit Gundam Hathaway,"July 1, 2021",2021,TV-14,96 min
582,Movie,Mortal Kombat,"July 1, 2021",1995,PG-13,101 min
583,Movie,Mother's Day,"July 1, 2021",2016,PG-13,118 min
584,Movie,No Strings Attached,"July 1, 2021",2011,R,109 min
585,Movie,Not Another Teen Movie,"July 1, 2021",2001,R,89 min
586,Movie,Ophelia,"July 1, 2021",2018,PG-13,106 min
587,Movie,Pet Sematary 2,"July 1, 2021",1992,R,101 min
588,TV Show,Quarantine Tales,"July 1, 2021",2020,TV-MA,1 Season
589,TV Show,Rainbow Rangers,"July 1, 2021",2018,TV-Y,1 Season
590,Movie,Red Joan,"July 1, 2021",2019,R,101 min
591,TV Show,Sailor Moon Crystal,"July 1, 2021",2016,TV-Y7,3 Seasons
592,Movie,Seven Pounds,"July 1, 2021",2008,PG-13,123 min
593,Movie,She's Out of My League,"July 1, 2021",2010,R,106 min
594,Movie,Snow Day,"July 1, 2021",2000,PG,89 min
595,Movie,Star Trek,"July 1, 2021",2009,PG-13,128 min
596,Movie,Stuart Little,"July 1, 2021",1999,PG,85 min
597,Movie,Sword of Trust,"July 1, 2021",2019,R,89 min
598,Movie,Talladega Nights: The Ballad of Ricky Bobby,"July 1, 2021",2006,PG-13,108 min
599,Movie,The American,"July 1, 2021",2010,R,105 min
600,Movie,The Best of Enemies,"July 1, 2021",2019,PG-13,133 min
601,Movie,The Game,"July 1, 2021",1997,R,129 min
602,Movie,The Karate Kid,"July 1, 2021",1984,PG,127 min
603,Movie,The Karate Kid Part II,"July 1, 2021",1986,PG,113 min
604,Movie,The Karate Kid Part III,"July 1, 2021",1989,PG,112 min
605,Movie,The Life of David Gale,"July 1, 2021",2003,R,130 min
606,Movie,The Long Riders,"July 1, 2021",1980,R,100 min
607,Movie,The Queen,"July 1, 2021",2006,PG-13,103 min
608,Movie,The Strangers,"July 1, 2021",2008,R,85 min
609,Movie,The Sum of All Fears,"July 1, 2021",2002,PG-13,124 min
610,Movie,The Tourist,"July 1, 2021",2010,PG-13,103 min
611,Movie,Underworld,"July 1, 2021",2003,R,121 min
612,Movie,Underworld: Awakening,"July 1, 2021",2012,R,89 min
613,Movie,Underworld: Rise of the Lycans,"July 1, 2021",2009,R,92 min
614,Movie,Voiceless,"July 1, 2021",2020,TV-MA,112 min
615,Movie,What Dreams May Come,"July 1, 2021",1998,PG-13,114 min
616,Movie,Why Do Fools Fall in Love,"July 1, 2021",1998,R,116 min
617,Movie,Working Title,"July 1, 2021",2019,R,110 min
618,TV Show,Young Royals,"July 1, 2021",2021,TV-MA,1 Season
619,Movie,America: The Motion Picture,"June 30, 2021",2021,TV-MA,98 min
620,Movie,Deranged,"June 30, 2021",2020,TV-14,98 min
621,TV Show,Droppin' Cash: Los Angeles,"June 30, 2021",2019,TV-MA,1 Season
622,TV Show,Legend of Exorcism,"June 30, 2021",2020,TV-14,1 Season
623,Movie,Lying and Stealing,"June 30, 2021",2019,R,100 min
624,Movie,Mommy Issues,"June 30, 2021",2021,TV-MA,90 min
625,Movie,Prime Time,"June 30, 2021",2021,TV-MA,92 min
626,TV Show,Somos.,"June 30, 2021",2021,TV-MA,1 Season
627,TV Show,Sophie: A Murder in West Cork,"June 30, 2021",2021,TV-MA,1 Season
628,TV Show,The Daily Life of the Immortal King,"June 30, 2021",2020,TV-14,1 Season
629,TV Show,StarBeam,"June 29, 2021",2021,TV-Y,4 Seasons
630,Movie,A Way Back Home,"June 28, 2021",2020,TV-14,82 min
631,Movie,Killing Them Softly,"June 28, 2021",2012,R,97 min
632,TV Show,The Seven Deadly Sins,"June 28, 2021",2021,TV-14,5 Seasons
633,Movie,Wanted,"June 28, 2021",2019,TV-14,90 min
634,Movie,Into the Wind,"June 26, 2021",2018,TV-MA,76 min
635,Movie,Wonder Boy,"June 26, 2021",2019,TV-14,83 min
636,Movie,Here Comes the Rain,"June 25, 2021",2010,TV-MA,101 min
637,Movie,The Ice Road,"June 25, 2021",2021,PG-13,109 min
638,TV Show,Ray,"June 25, 2021",2021,TV-MA,1 Season
639,TV Show,Sex/Life,"June 25, 2021",2021,TV-MA,1 Season
640,TV Show,Godzilla Singular Point,"June 24, 2021",2021,TV-14,1 Season
641,TV Show,Jiva!,"June 24, 2021",2021,TV-MA,1 Season
642,Movie,Sisters on Track,"June 24, 2021",2021,PG,97 min
643,TV Show,The Naked Director,"June 24, 2021",2021,TV-MA,2 Seasons
644,Movie,The Seventh Day,"June 24, 2021",2021,R,87 min
645,Movie,Good on Paper,"June 23, 2021",2021,TV-MA,94 min
646,Movie,Murder by the Coast,"June 23, 2021",2021,TV-14,89 min
647,Movie,The House of Flowers: The Movie,"June 23, 2021",2021,TV-MA,88 min
648,TV Show,The Parisian Agency: Exclusive Properties,"June 23, 2021",2021,TV-G,1 Season
649,TV Show,Too Hot to Handle,"June 23, 2021",2021,TV-MA,2 Seasons
650,Movie,Broken,"June 22, 2021",2019,TV-14,108 min
651,Movie,O Vendedor de Sonhos,"June 22, 2021",2016,TV-14,96 min
652,Movie,Osuofia in London,"June 22, 2021",2003,TV-MA,84 min
653,Movie,Osuofia in London II,"June 22, 2021",2004,TV-14,70 min
654,TV Show,This Is Pop,"June 22, 2021",2021,TV-MA,1 Season
655,Movie,#Selfie,"June 21, 2021",2014,TV-MA,125 min
656,Movie,#Selfie 69,"June 21, 2021",2016,TV-MA,119 min
657,Movie,Love Is a Story,"June 21, 2021",2015,TV-MA,105 min
658,TV Show,The Mole,"June 21, 2021",2001,TV-14,2 Seasons
659,TV Show,"Nevertheless,","June 20, 2021",2021,TV-14,1 Season
660,TV Show,Bangkok Love Stories: Innocence,"June 19, 2021",2018,TV-14,1 Season
661,TV Show,Black Lightning,"June 19, 2021",2021,TV-14,4 Seasons
662,TV Show,Call My Agent!,"June 19, 2021",2018,TV-MA,4 Seasons
663,TV Show,Champions,"June 19, 2021",2018,TV-14,1 Season
664,TV Show,Charité at War,"June 19, 2021",2019,TV-MA,1 Season
665,TV Show,Cleo & Cuquin,"June 19, 2021",2020,TV-Y,2 Seasons
666,TV Show,Deadwind,"June 19, 2021",2020,TV-MA,2 Seasons
667,TV Show,Gameboys Level-Up Edition,"June 19, 2021",2020,TV-14,1 Season
668,TV Show,Glee,"June 19, 2021",2015,TV-14,6 Seasons
669,TV Show,Hap and Leonard,"June 19, 2021",2018,TV-MA,3 Seasons
670,TV Show,Locked Up,"June 19, 2021",2020,TV-MA,5 Seasons
671,Movie,Mobile Suit Gundam II: Soldiers of Sorrow,"June 19, 2021",1981,TV-14,133 min
672,Movie,Mobile Suit Gundam III: Encounters in Space,"June 19, 2021",1982,TV-MA,140 min
673,Movie,Mobile Suit Gundam: Char's Counterattack,"June 19, 2021",1988,TV-14,120 min
674,TV Show,No Time for Shame,"June 19, 2021",2019,TV-MA,1 Season
675,TV Show,Pose,"June 19, 2021",2019,TV-MA,2 Seasons
676,TV Show,REA(L)OVE,"June 19, 2021",2018,TV-MA,1 Season
677,TV Show,Riverdale,"June 19, 2021",2019,TV-14,4 Seasons
678,TV Show,Schitt's Creek,"June 19, 2021",2020,TV-MA,6 Seasons
679,TV Show,The Assassination of Gianni Versace,"June 19, 2021",2018,TV-MA,1 Season
680,TV Show,The Judgement,"June 19, 2021",2018,TV-MA,1 Season
681,TV Show,The Last Dance,"June 19, 2021",2020,TV-MA,1 Season
682,TV Show,They've Gotta Have Us,"June 19, 2021",2018,TV-MA,1 Season
683,TV Show,Why Are You Like This,"June 19, 2021",2021,TV-MA,1 Season
684,Movie,A Family,"June 18, 2021",2021,TV-MA,135 min
685,TV Show,Elite,"June 18, 2021",2021,TV-MA,4 Seasons
